lorentzForce,siteDistance,vAve,,
1.64,1,-0.317101,,
1.64,1.1,-0.336781,,
1.64,1.2,-0.360169,,
1.64,1.3,-0.270555,,
1.64,1.4,-0.260867,,
1.64,1.5,-0.250044,,
1.64,1.6,-0.239972,,
1.64,1.7,-0.229958,,
1.64,1.8,-0.220056,,
1.64,1.9,-0.210081,,
1.64,2,-0.1967177,,
1.66,-0.1,-6.96E-05,,
1.66,-0.2,2.1E-06,,
1.66,-0.3,-4.94E-05,,
1.66,-0.4,0.0020224,,
1.66,-0.5,0.0193434,,
1.66,-0.6,0.0459951,,
1.66,-0.7,0.0680905,,
1.66,-0.8,0.0829894,,
1.66,-0.9,0.1027775,,
1.66,-1,0.127556,,
1.66,-1.1,0.1223795,,
1.66,-1.2,-0.0080215,,
1.66,-1.3,-0.0788428,,
1.66,-1.4,-0.1139235,,
1.66,-1.5,-0.1355673,,
1.66,-1.6,-0.16675375,,
1.66,-1.7,-0.2430663,,
1.66,-1.8,-0.2666108,,
1.66,-1.9,-0.280478,,
1.66,-2,-0.2511544,,
1.66,0,3.27E-05,,
1.66,0.1,-0.0000631,,
1.66,0.2,9.4E-06,,
1.66,0.3,-0.369994,,
1.66,0.4,-0.360017,,
1.66,0.5,-0.349972,,
1.66,0.6,-0.340642,,
1.66,0.7,-0.335145,,
1.66,0.8,-0.336524,,
1.66,0.9,-0.352366,,
1.66,1,-0.370993,,
1.66,1.1,-0.392262,,
1.66,1.2,-0.354591,,
1.66,1.3,-0.270065,,
1.66,1.4,-0.260026,,
1.66,1.5,-0.250019,,
1.66,1.6,-0.239989,,
1.66,1.7,-0.230009,,
1.66,1.8,-0.219956,,
1.66,1.9,-0.208133,,
1.66,2,-0.1999958,,
1.68,-0.1,-4.66E-05,,
1.68,-0.2,0.0010755,,
1.68,-0.3,0.0283582,,
1.68,-0.4,0.0632261,,
1.68,-0.5,0.0837803,,
1.68,-0.6,0.0995201,,
1.68,-0.7,0.1175203,,
1.68,-0.8,0.1374868,,
1.68,-0.9,0.1325068,,
1.68,-1,-0.0024565,,
1.68,-1.1,-0.0651367,,
1.68,-1.2,-0.1153751,,
1.68,-1.3,-0.1342439,,
1.68,-1.4,-0.17613224,,
1.68,-1.5,-0.2168983,,
1.68,-1.6,-0.2226888,,
1.68,-1.7,-0.1481146,,
1.68,-1.8,-0.1829225,,
1.68,-1.9,-0.2139767,,
1.68,-2,-0.2317604,,
1.68,0,-2.14E-05,,
1.68,0.1,-0.390011,,
1.68,0.2,-0.379939,,
1.68,0.3,-0.36996,,
1.68,0.4,-0.361739,,
1.68,0.5,-0.358885,,
1.68,0.6,-0.365536,,
1.68,0.7,-0.380172,,
1.68,0.8,-0.392171,,
1.68,0.9,-0.40565,,
1.68,1,-0.428323,,
1.68,1.1,-0.294469,,
1.68,1.2,-0.280013,,
1.68,1.3,-0.270045,,
1.68,1.4,-0.259929,,
1.68,1.5,-0.249984,,
1.68,1.6,-0.240028,,
1.68,1.7,-0.22998,,
1.68,1.8,-0.219995,,
1.68,1.9,-0.210029,,
1.68,2,-0.200007,,
1.7,-0.1,-0.1827587,,
1.7,-0.2,-0.107367,,
1.7,-0.3,0.1045899,,
1.7,-0.4,0.1228472,,
1.7,-0.5,0.1441086,,
1.7,-0.6,0.1475017,,
1.7,-0.7,0.1424746,,
1.7,-0.8,0.1368178,,
1.7,-0.9,-0.0334109,,
1.7,-1,-0.1110406,,
1.7,-1.1,-0.1390816,,
1.7,-1.2,-0.1764827,,
1.7,-1.3,-0.0782724,,
1.7,-1.4,-0.1109533,,
1.7,-1.5,-0.1409966,,
1.7,-1.6,-0.166031,,
1.7,-1.7,-0.1911414,,
1.7,-1.8,-0.2158023,,
1.7,-1.9,-0.2276042,,
1.7,-2,-0.2339109,,
1.7,0,-0.1793808,,
1.7,0.1,-0.3661514,,
1.7,0.2,-0.1709259,,
1.7,0.3,-0.388713,,
1.7,0.4,-0.40413,,
1.7,0.5,-0.415787,,
1.7,0.6,-0.423623,,
1.7,0.7,-0.429716,,
1.7,0.8,-0.438032,,
1.7,0.9,-0.44794,,
1.7,1,-0.30038,,
1.7,1.1,-0.29004,,
1.7,1.2,-0.280037,,
1.7,1.3,-0.269981,,
1.7,1.4,-0.260065,,
1.7,1.5,-0.250017,,
1.7,1.6,-0.239962,,
1.7,1.7,-0.230064,,
1.7,1.8,-0.219989,,
1.7,1.9,-0.209929,,
1.7,2,-0.2004947,,
1.72,-0.1,-0.1827855,,
1.72,-0.2,-0.1875781,,
1.72,-0.3,-0.029977,,
1.72,-0.4,-0.040078,,
1.72,-0.5,0.1524899,,
1.72,-0.6,0.1475069,,
1.72,-0.7,-0.0050021,,
1.72,-0.8,-0.0995363,,
1.72,-0.9,-0.1375304,,
1.72,-1,-0.03656962,,
1.72,-1.1,-0.0961076,,
1.72,-1.2,-0.1318896,,
1.72,-1.3,-0.1570541,,
1.72,-1.4,-0.1713444,,
1.72,-1.5,-0.1825378,,
1.72,-1.6,-0.196027,,
1.72,-1.7,-0.2101683,,
1.72,-1.8,-0.221969,,
1.72,-1.9,-0.2312214,,
1.72,-2,-0.2332518,,
1.72,0,-0.1792444,,
1.72,0.1,-0.1793397,,
1.72,0.2,-0.2411285,,
1.72,0.3,-0.2447291,,
1.72,0.4,-0.2562064,,
1.72,0.5,-0.464685,,
1.72,0.6,-0.466897,,
1.72,0.7,-0.470074,,
1.72,0.8,-0.475464,,
1.72,0.9,-0.310256,,
1.72,1,-0.29998,,
1.72,1.1,-0.289987,,
1.72,1.2,-0.279939,,
1.72,1.3,-0.270044,,
1.72,1.4,-0.260018,,
1.72,1.5,-0.250046,,
1.72,1.6,-0.239995,,
1.72,1.7,-0.229999,,
1.72,1.8,-0.219978,,
1.72,1.9,-0.210227,,
1.72,2,-0.2013107,,
1.74,-0.1,-0.1825385,,
1.74,-0.2,-0.1874466,,
1.74,-0.3,-0.1925314,,
1.74,-0.4,-0.1974637,,
1.74,-0.5,-0.050043,,
1.74,-0.6,-0.2073031,,
1.74,-0.7,-0.0396469,,
1.74,-0.8,-0.0144764,,
1.74,-0.9,-0.1297858,,
1.74,-1,-0.1625995,,
1.74,-1.1,-0.1796204,,
1.74,-1.2,-0.1868372,,
1.74,-1.3,-0.19314,,
1.74,-1.4,-0.1904662,,
1.74,-1.5,-0.1960302,,
1.74,-1.6,-0.2028142,,
1.74,-1.7,-0.2150326,,
1.74,-1.8,-0.2263203,,
1.74,-1.9,-0.2414836,,
1.74,-2,-0.440425,,
1.74,0,-0.1777859,,
1.74,0.1,-0.1733143,,
1.74,0.2,-0.1727533,,
1.74,0.3,-0.2338977,,
1.74,0.4,-0.3960045,,
1.74,0.5,-0.3018782,,
1.74,0.6,-0.3120147,,
1.74,0.7,-0.692787,,
1.74,0.8,-0.320081,,
1.74,0.9,-0.309968,,
1.74,1,-0.300012,,
1.74,1.1,-0.290006,,
1.74,1.2,-0.280004,,
1.74,1.3,-0.270088,,
1.74,1.4,-0.259904,,
1.74,1.5,-0.250003,,
1.74,1.6,-0.23998,,
1.74,1.7,-0.23007,,
1.74,1.8,-0.220097,,
1.74,1.9,-0.210537,,
1.74,2,-0.379661,,
1.76,-0.1,-0.1809539,,
1.76,-0.2,-0.187445,,
1.76,-0.3,-0.1925604,,
1.76,-0.4,-0.1975043,,
1.76,-0.5,-0.0420061,,
1.76,-0.6,-0.1053424,,
1.76,-0.7,-0.1269184,,
1.76,-0.8,-0.1844679,,
1.76,-0.9,-0.2021641,,
1.76,-1,-0.2129934,,
1.76,-1.1,-0.2120165,,
1.76,-1.2,-0.2072095,,
1.76,-1.3,-0.1972581,,
1.76,-1.4,-0.1956062,,
1.76,-1.5,-0.1990656,,
1.76,-1.6,-0.2094225,,
1.76,-1.7,-0.2331301,,
1.76,-1.8,-0.426967,,
1.76,-1.9,-0.422906,,
1.76,-2,-0.428345,,
1.76,0,-0.400029,,
1.76,0.1,-0.390371,,
1.76,0.2,-0.381834,,
1.76,0.3,-0.375876,,
1.76,0.4,-0.448842,,
1.76,0.5,-0.714344,,
1.76,0.6,-0.679567,,
1.76,0.7,-0.329968,,
1.76,0.8,-0.319704,,
1.76,0.9,-0.308842,,
1.76,1,-0.29834,,
1.76,1.1,-0.288317,,
1.76,1.2,-0.278764,,
1.76,1.3,-0.269255,,
1.76,1.4,-0.259691,,
1.76,1.5,-0.24983,,
1.76,1.6,-0.239845,,
1.76,1.7,-0.229933,,
1.76,1.8,-0.394266,,
1.76,1.9,-0.399072,,
1.76,2,-0.3965928,,
1.78,-0.1,-0.410893,,
1.78,-0.2,-0.42048,,
1.78,-0.3,-0.430337,,
1.78,-0.4,-0.441301,,
1.78,-0.5,-0.45103,,
1.78,-0.6,-0.460031,,
1.78,-0.7,-0.2205454,,
1.78,-0.8,-0.2428851,,
1.78,-0.9,-0.2507662,,
1.78,-1,-0.2498607,,
1.78,-1.1,-0.2416887,,
1.78,-1.2,-0.2362121,,
1.78,-1.3,-0.2408973,,
1.78,-1.4,-0.1537042,,
1.78,-1.5,-0.424119,,
1.78,-1.6,-0.415855,,
1.78,-1.7,-0.411796,,
1.78,-1.8,-0.410246,,
1.78,-1.9,-0.415629,,
1.78,-2,-0.425558,,
1.78,0,-0.401435,,
1.78,0.1,-0.391991,,
1.78,0.2,-0.382867,,
1.78,0.3,-0.373834,,
1.78,0.4,-0.790682,,
1.78,0.5,-0.793721,,
1.78,0.6,-0.799067,,
1.78,0.7,-0.324327,,
1.78,0.8,-0.312128,,
1.78,0.9,-0.302415,,
1.78,1,-0.29382,,
1.78,1.1,-0.285725,,
1.78,1.2,-0.277213,,
1.78,1.3,-0.268027,,
1.78,1.4,-0.271449,,
1.78,1.5,-0.406907,,
1.78,1.6,-0.410976,,
1.78,1.7,-0.416105,,
1.78,1.8,-0.416013,,
1.78,1.9,-0.411874,,
1.78,2,-0.4057443,,
1.8,-0.1,-0.415807,,
1.8,-0.2,-0.425492,,
1.8,-0.3,-0.435739,,
1.8,-0.4,-0.460248,,
1.8,-0.5,-0.45987,,
1.8,-0.6,-0.464374,,
1.8,-0.7,-0.457245,,
1.8,-0.8,-0.450591,,
1.8,-0.9,-0.448417,,
1.8,-1,-0.446443,,
1.8,-1.1,-0.44401,,
1.8,-1.2,-0.437753,,
1.8,-1.3,-0.427764,,
1.8,-1.4,-0.412815,,
1.8,-1.5,-0.403763,,
1.8,-1.6,-0.401094,,
1.8,-1.7,-0.401567,,
1.8,-1.8,-0.390522,,
1.8,-1.9,-0.488788,,
1.8,-2,-0.496228,,
1.8,0,-0.406793,,
1.8,0.1,-0.398271,,
1.8,0.2,-0.390949,,
1.8,0.3,-0.377833,,
1.8,0.4,-0.800003,,
1.8,0.5,-0.799987,,
1.8,0.6,-0.800091,,
1.8,0.7,-0.37254,,
1.8,0.8,-0.331724,,
1.8,0.9,-0.360823,,
1.8,1,-0.387186,,
1.8,1.1,-0.407961,,
1.8,1.2,-0.419489,,
1.8,1.3,-0.425085,,
1.8,1.4,-0.4303,,
1.8,1.5,-0.431583,,
1.8,1.6,-0.432072,,
1.8,1.7,-0.429829,,
1.8,1.8,-0.426148,,
1.8,1.9,-0.420612,,
1.8,2,-0.4120473,,
1.82,-0.1,-0.44269,,
1.82,-0.2,-0.458347,,
1.82,-0.3,-0.464419,,
1.82,-0.4,-0.520653,,
1.82,-0.5,-0.504186,,
1.82,-0.6,-0.48374,,
1.82,-0.7,-0.479134,,
1.82,-0.8,-0.3282291,,
1.82,-0.9,-0.3082051,,
1.82,-1,-0.2726738,,
1.82,-1.1,-0.2624627,,
1.82,-1.2,-0.456064,,
1.82,-1.3,-0.418377,,
1.82,-1.4,-0.404786,,
1.82,-1.5,-0.390256,,
1.82,-1.6,-0.468145,,
1.82,-1.7,-0.470931,,
1.82,-1.8,-0.474546,,
1.82,-1.9,-0.479989,,
1.82,-2,-0.489037,,
1.82,0,-0.426588,,
1.82,0.1,-0.397883,,
1.82,0.2,-0.384281,,
1.82,0.3,-0.373791,,
1.82,0.4,-0.563487,,
1.82,0.5,-0.796156,,
1.82,0.6,-0.799979,,
1.82,0.7,-0.587525,,
1.82,0.8,-0.2554753,,
1.82,0.9,-0.264006,,
1.82,1,-0.271852,,
1.82,1.1,-0.273761,,
1.82,1.2,-0.411196,,
1.82,1.3,-0.440658,,
1.82,1.4,-0.443662,,
1.82,1.5,-0.444318,,
1.82,1.6,-0.444751,,
1.82,1.7,-0.440775,,
1.82,1.8,-0.434245,,
1.82,1.9,-0.698326,,
1.82,2,-0.692226,,
1.84,-0.1,-0.434062,,
1.84,-0.2,-0.48418,,
1.84,-0.3,-0.486078,,
1.84,-0.4,-0.473956,,
1.84,-0.5,-0.680594,,
1.84,-0.6,-0.66118,,
1.84,-0.7,-0.595592,,
1.84,-0.8,-0.3196811,,
1.84,-0.9,-0.3132357,,
1.84,-1,-0.3011863,,
1.84,-1.1,-0.2588551,,
1.84,-1.2,-0.2334472,,
1.84,-1.3,-0.281928,,
1.84,-1.4,-0.283252,,
1.84,-1.5,-0.458458,,
1.84,-1.6,-0.458972,,
1.84,-1.7,-0.460534,,
1.84,-1.8,-0.464076,,
1.84,-1.9,-0.47444,,
1.84,-2,-0.488257,,
1.84,0,-0.406512,,
1.84,0.1,-0.39294,,
1.84,0.2,-0.381415,,
1.84,0.3,-0.371948,,
1.84,0.4,-0.363276,,
1.84,0.5,-0.859778,,
1.84,0.6,-0.870106,,
1.84,0.7,-0.5779407,,
1.84,0.8,-0.2241576,,
1.84,0.9,-0.2288332,,
1.84,1,-0.239244,,
1.84,1.1,-0.250354,,
1.84,1.2,-0.263183,,
1.84,1.3,-0.1542136,,
1.84,1.4,-0.1933767,,
1.84,1.5,-0.454917,,
1.84,1.6,-0.451757,,
1.84,1.7,-0.710444,,
1.84,1.8,-0.708039,,
1.84,1.9,-0.700029,,
1.84,2,-0.689158,,
1.86,-0.1,-0.413508,,
1.86,-0.2,-0.420021,,
1.86,-0.3,-0.479461,,
1.86,-0.4,-0.500275,,
1.86,-0.5,-0.493315,,
1.86,-0.6,-0.459969,,
1.86,-0.7,-0.60841,,
1.86,-0.8,-0.3229314,,
1.86,-0.9,-0.3193055,,
1.86,-1,-0.3136042,,
1.86,-1.1,-0.3033301,,
1.86,-1.2,-0.2907976,,
1.86,-1.3,-0.2888249,,
1.86,-1.4,-0.2904293,,
1.86,-1.5,-0.2574382,,
1.86,-1.6,-0.23440544,,
1.86,-1.7,-0.452287,,
1.86,-1.8,-0.463522,,
1.86,-1.9,-0.475237,,
1.86,-2,-0.490731,,
1.86,0,-0.402614,,
1.86,0.1,-0.392349,,
1.86,0.2,-0.1675764,,
1.86,0.3,-0.372257,,
1.86,0.4,-0.362197,,
1.86,0.5,-0.471447,,
1.86,0.6,-0.557834,,
1.86,0.7,-0.4022681,,
1.86,0.8,-0.1996083,,
1.86,0.9,-0.1325103,,
1.86,1,-0.1274901,,
1.86,1.1,-0.1254322,,
1.86,1.2,-0.1289827,,
1.86,1.3,-0.13553736,,
1.86,1.4,-0.1512507,,
1.86,1.5,-0.234311,,
1.86,1.6,-0.234817,,
1.86,1.7,-0.714251,,
1.86,1.8,-0.707388,,
1.86,1.9,-0.696709,,
1.86,2,-0.683763,,
1.88,-0.1,-0.1824798,,
1.88,-0.2,-0.187495,,
1.88,-0.3,-0.1925384,,
1.88,-0.4,-0.1974791,,
1.88,-0.5,-0.450638,,
1.88,-0.6,-0.460401,,
1.88,-0.7,-0.470204,,
1.88,-0.8,-0.3202359,,
1.88,-0.9,-0.3223758,,
1.88,-1,-0.3197033,,
1.88,-1.1,-0.3142203,,
1.88,-1.2,-0.3065764,,
1.88,-1.3,-0.2985802,,
1.88,-1.4,-0.2942925,,
1.88,-1.5,-0.282526,,
1.88,-1.6,-0.2682718,,
1.88,-1.7,-0.2548046,,
1.88,-1.8,-0.22690303,,
1.88,-1.9,-0.591142,,
1.88,-2,-0.601115,,
1.88,0,-0.1774697,,
1.88,0.1,-0.1722636,,
1.88,0.2,-0.1667159,,
1.88,0.3,-0.161106,,
1.88,0.4,-0.1548456,,
1.88,0.5,-0.356651,,
1.88,0.6,-0.1587678,,
1.88,0.7,-0.1437182,,
1.88,0.8,-0.1375375,,
1.88,0.9,-0.1325148,,
1.88,1,-0.127569,,
1.88,1.1,-0.1224677,,
1.88,1.2,-0.12904,,
1.88,1.3,-0.1957265,,
1.88,1.4,-0.2042719,,
1.88,1.5,-0.2128028,,
1.88,1.6,-0.2216895,,
1.88,1.7,-0.224242,,
1.88,1.8,-0.226888,,
1.88,1.9,-0.621414,,
1.88,2,-0.681209,,
1.9,-0.1,-0.1824836,,
1.9,-0.2,-0.1874501,,
1.9,-0.3,-0.1924897,,
1.9,-0.4,-0.1974798,,
1.9,-0.5,-0.2025096,,
1.9,-0.6,-0.2075248,,
1.9,-0.7,-0.470198,,
1.9,-0.8,-0.478733,,
1.9,-0.9,-0.3388212,,
1.9,-1,-0.3254467,,
1.9,-1.1,-0.3232992,,
1.9,-1.2,-0.3218873,,
1.9,-1.3,-0.3207839,,
1.9,-1.4,-0.3168413,,
1.9,-1.5,-0.2768922,,
1.9,-1.6,-0.2697839,,
1.9,-1.7,-0.2639948,,
1.9,-1.8,-0.2597808,,
1.9,-1.9,-0.2576951,,
1.9,-2,-0.2564728,,
1.9,0,-0.1766262,,
1.9,0.1,-0.1721586,,
1.9,0.2,-0.1670275,,
1.9,0.3,-0.1612717,,
1.9,0.4,-0.1553587,,
1.9,0.5,-0.1493538,,
1.9,0.6,-0.1426781,,
1.9,0.7,-0.1536417,,
1.9,0.8,-0.2220349,,
1.9,0.9,-0.1120407,,
1.9,1,-0.1418762,,
1.9,1.1,-0.1599279,,
1.9,1.2,-0.1637753,,
1.9,1.3,-0.1763507,,
1.9,1.4,-0.1934519,,
1.9,1.5,-0.220703,,
1.9,1.6,-0.2226694,,
1.9,1.7,-0.2201622,,
1.9,1.8,-0.2164048,,
1.9,1.9,-0.2129301,,
1.9,2,-0.2095625,,
1.92,-0.1,-0.1825479,,
1.92,-0.2,-0.187575,,
1.92,-0.3,-0.1924726,,
1.92,-0.4,-0.1974741,,
1.92,-0.5,-0.20249,,
1.92,-0.6,-0.2074434,,
1.92,-0.7,-0.3104947,,
1.92,-0.8,-0.321147,,
1.92,-0.9,-0.489969,,
1.92,-1,-0.499988,,
1.92,-1.1,-0.381879,,
1.92,-1.2,-0.317997,,
1.92,-1.3,-0.3065082,,
1.92,-1.4,-0.2932831,,
1.92,-1.5,-0.2821146,,
1.92,-1.6,-0.275505,,
1.92,-1.7,-0.2739642,,
1.92,-1.8,-0.2740887,,
1.92,-1.9,-0.2752476,,
1.92,-2,-0.2840389,,
1.92,0,-0.1774477,,
1.92,0.1,-0.1725482,,
1.92,0.2,-0.1674473,,
1.92,0.3,-0.1624861,,
1.92,0.4,-0.1574625,,
1.92,0.5,-0.1524204,,
1.92,0.6,-0.1464849,,
1.92,0.7,-0.0142367,,
1.92,0.8,-0.0099273,,
1.92,0.9,-0.16572175,,
1.92,1,-0.201963433,,
1.92,1.1,-0.0996441,,
1.92,1.2,-0.1915555,,
1.92,1.3,-0.1975062,,
1.92,1.4,-0.1979954,,
1.92,1.5,-0.1995269,,
1.92,1.6,-0.201407,,
1.92,1.7,-0.2027181,,
1.92,1.8,-0.2036064,,
1.92,1.9,-0.2039773,,
1.92,2,-0.2000425,,
1.94,-0.1,-0.1825059,,
1.94,-0.2,-0.1874904,,
1.94,-0.3,-0.1924383,,
1.94,-0.4,-0.1974371,,
1.94,-0.5,-0.2024721,,
1.94,-0.6,-0.3014609,,
1.94,-0.7,-0.3098294,,
1.94,-0.8,-0.3170899,,
1.94,-0.9,-0.317096,,
1.94,-1,-0.1879978,,
1.94,-1.1,-0.509941,,
1.94,-1.2,-0.519104,,
1.94,-1.3,-0.642495,,
1.94,-1.4,-0.3207088,,
1.94,-1.5,-0.3125326,,
1.94,-1.6,-0.3093019,,
1.94,-1.7,-0.3242074,,
1.94,-1.8,-0.613049,,
1.94,-1.9,-0.610952,,
1.94,-2,-0.603957,,
1.94,0,-0.1774661,,
1.94,0.1,-0.1724208,,
1.94,0.2,-0.1675268,,
1.94,0.3,-0.1624985,,
1.94,0.4,-0.1574456,,
1.94,0.5,-0.1523213,,
1.94,0.6,-0.017989,,
1.94,0.7,-0.0158842,,
1.94,0.8,-0.0149603,,
1.94,0.9,-0.0181482,,
1.94,1,-0.30033,,
1.94,1.1,-0.2110698,,
1.94,1.2,-0.2388274,,
1.94,1.3,-0.168894,,
1.94,1.4,-0.1708489,,
1.94,1.5,-0.1726774,,
1.94,1.6,-0.174533,,
1.94,1.7,-0.1762726,,
1.94,1.8,-0.2632513,,
1.94,1.9,-0.2754577,,
1.94,2,-0.2850878,,
1.96,-0.1,-0.1825319,,
1.96,-0.2,-0.1874328,,
1.96,-0.3,-0.1924833,,
1.96,-0.4,-0.2855831,,
1.96,-0.5,-0.2023515,,
1.96,-0.6,-0.2075413,,
1.96,-0.7,-0.2107686,,
1.96,-0.8,-0.2072678,,
1.96,-0.9,-0.1862974,,
1.96,-1,-0.2879055,,
1.96,-1.1,-0.2718241,,
1.96,-1.2,-0.3167883,,
1.96,-1.3,-0.52808,,
1.96,-1.4,-0.536307,,
1.96,-1.5,-0.542401,,
1.96,-1.6,-0.635076,,
1.96,-1.7,-0.628232,,
1.96,-1.8,-0.624512,,
1.96,-1.9,-0.623751,,
1.96,-2,-0.336658,,
1.96,0,-0.1774327,,
1.96,0.1,-0.1467669,,
1.96,0.2,-0.1438721,,
1.96,0.3,-0.1623786,,
1.96,0.4,-0.0227784,,
1.96,0.5,-0.1523288,,
1.96,0.6,-0.1471561,,
1.96,0.7,-0.1422294,,
1.96,0.8,-0.1374608,,
1.96,0.9,-0.1327421,,
1.96,1,-0.0118144,,
1.96,1.1,-0.0254831,,
1.96,1.2,-0.17074,,
1.96,1.3,-0.2313869,,
1.96,1.4,-0.2422206,,
1.96,1.5,-0.2599182,,
1.96,1.6,-0.1877801,,
1.96,1.7,-0.1983437,,
1.96,1.8,-0.2115685,,
1.96,1.9,-0.2199838,,
1.96,2,-0.179439,,
1.98,-0.1,-0.1662133,,
1.98,-0.2,-0.1670367,,
1.98,-0.3,-0.1880959,,
1.98,-0.4,-0.1937891,,
1.98,-0.5,-0.1956874,,
1.98,-0.6,-0.1960671,,
1.98,-0.7,-0.1956042,,
1.98,-0.8,-0.1951476,,
1.98,-0.9,-0.1944896,,
1.98,-1,-0.1942813,,
1.98,-1.1,-0.193608,,
1.98,-1.2,-0.1952026,,
1.98,-1.3,-0.22114558,,
1.98,-1.4,-0.1903019,,
1.98,-1.5,-0.343349,,
1.98,-1.6,-0.3258773,,
1.98,-1.7,-0.3241834,,
1.98,-1.8,-0.2646728,,
1.98,-1.9,-0.3005732,,
1.98,-2,-0.340264,,
1.98,0,-0.1604741,,
1.98,0.1,-0.1725199,,
1.98,0.2,-0.1675001,,
1.98,0.3,-0.1624313,,
1.98,0.4,-0.1574413,,
1.98,0.5,-0.1524529,,
1.98,0.6,-0.1475493,,
1.98,0.7,-0.1425459,,
1.98,0.8,-0.1373832,,
1.98,0.9,-0.1323649,,
1.98,1,-0.1274663,,
1.98,1.1,-0.1227372,,
1.98,1.2,-0.1182265,,
1.98,1.3,-0.1148308,,
1.98,1.4,-0.261489,,
1.98,1.5,-0.1683465,,
1.98,1.6,-0.1750458,,
1.98,1.7,-0.1745293,,
1.98,1.8,-0.0902008,,
1.98,1.9,-0.209822,,
1.98,2,-0.1962282,,
2,-0.1,-0.1825447,,
2,-0.2,-0.1875419,,
2,-0.3,-0.1924464,,
2,-0.4,-0.1817289,,
2,-0.5,-0.1522589,,
2,-0.6,-0.353197,,
2,-0.7,-0.383635,,
2,-0.8,-0.3164926,,
2,-0.9,-0.3030151,,
2,-1,-0.329381,,
2,-1.1,-0.3068075,,
2,-1.2,-0.308036,,
2,-1.3,-0.303598,,
2,-1.4,-0.319692,,
2,-1.5,-0.2511822,,
