time,x,y,x,y,x,y,x,y,x,y,x,y
0.06,1.21767e-05,-0.00276235,1.21767e-05,-0.00276235,-1.21767e-05,-0.00276235,1.21767e-05,0.00276235,-1.21767e-05,0.00276235,-1.21767e-05,0.00276235
0.061,-1.21541e-05,-0.00280741,-1.21541e-05,-0.00280741,1.21541e-05,-0.00280741,-1.21541e-05,0.00280741,1.21541e-05,0.00280741,1.21541e-05,0.00280741
0.062,-1.21542e-05,-0.00285242,-1.21542e-05,-0.00285242,1.21542e-05,-0.00285242,-1.21542e-05,0.00285242,1.21542e-05,0.00285242,1.21542e-05,0.00285242
0.063,1.21765e-05,-0.00289739,1.21765e-05,-0.00289739,-1.21765e-05,-0.00289739,1.21765e-05,0.00289739,-1.21765e-05,0.00289739,-1.21765e-05,0.00289739
0.064,1.21765e-05,-0.00294231,1.21765e-05,-0.00294231,-1.21765e-05,-0.00294231,1.21765e-05,0.00294231,-1.21765e-05,0.00294231,-1.21765e-05,0.00294231
0.065,-1.21541e-05,-0.00298719,-1.21541e-05,-0.00298719,1.2154e-05,-0.00298719,-1.2154e-05,0.00298719,1.21541e-05,0.00298719,1.21541e-05,0.00298719
0.066,-1.21541e-05,-0.00303203,-1.21541e-05,-0.00303203,1.21541e-05,-0.00303203,-1.21541e-05,0.00303203,1.21541e-05,0.00303203,1.21541e-05,0.00303203
0.067,1.21763e-05,-0.00307682,1.21763e-05,-0.00307682,-1.21763e-05,-0.00307682,1.21763e-05,0.00307682,-1.21763e-05,0.00307682,-1.21763e-05,0.00307682
0.068,1.21763e-05,-0.00312157,1.21763e-05,-0.00312157,-1.21763e-05,-0.00312157,1.21763e-05,0.00312157,-1.21763e-05,0.00312157,-1.21763e-05,0.00312157
0.069,-1.2154e-05,-0.00316628,-1.2154e-05,-0.00316628,1.21539e-05,-0.00316628,-1.21539e-05,0.00316628,1.2154e-05,0.00316628,1.2154e-05,0.00316628
0.07,-1.2154e-05,-0.00321094,-1.2154e-05,-0.00321094,1.2154e-05,-0.00321094,-1.2154e-05,0.00321094,1.2154e-05,0.00321094,1.2154e-05,0.00321094
0.071,1.21761e-05,-0.00325556,1.21761e-05,-0.00325556,-1.21761e-05,-0.00325556,1.21761e-05,0.00325556,-1.21761e-05,0.00325556,-1.21761e-05,0.00325556
